"GEO_ID";"GEO_NAME";"VARIABLE";VALUE;"UNIT";"STATUS";"STATUS_DESC";"DESC_VAL";"PERIOD_REF";"SOURCE";"LAST_UPDATE";"GEOM_CODE";"GEOM";"GEOM_PERIOD";"MAP_ID";"MAP_URL"
"34";"Laufen-Uhwiesen";"Revenu net par habitant/-e, en francs";41325;"Francs";"A";"Normaler Wert";"";"2011-01-01/2011-12-31";"ESTV";"2021-10-23";"polg";"Communes";"2011-07-01";"17745";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/17745_fr.html"
"35";"Marthalen";"Revenu net, en mio. de francs";70;"Mio. de Francs";"A";"Normaler Wert";"";"2011-01-01/2011-12-31";"ESTV";"2021-10-23";"polg";"Communes";"2011-07-01";"17745";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/17745_fr.html"
"35";"Marthalen";"Revenu net par habitant/-e, en francs";35570;"Francs";"A";"Normaler Wert";"";"2011-01-01/2011-12-31";"ESTV";"2021-10-23";"polg";"Communes";"2011-07-01";"17745";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/17745_fr.html"
"36";"Oberstammheim";"Revenu net, en mio. de francs";33;"Mio. de Francs";"A";"Normaler Wert";"";"2011-01-01/2011-12-31";"ESTV";"2021-10-23";"polg";"Communes";"2011-07-01";"17745";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/17745_fr.html"
"36";"Oberstammheim";"Revenu net par habitant/-e, en francs";30150;"Francs";"A";"Normaler Wert";"";"2011-01-01/2011-12-31";"ESTV";"2021-10-23";"polg";"Communes";"2011-07-01";"17745";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/17745_fr.html"
"37";"Ossingen";"Revenu net, en mio. de francs";43;"Mio. de Francs";"A";"Normaler Wert";"";"2011-01-01/2011-12-31";"ESTV";"2021-10-23";"polg";"Communes";"2011-07-01";"17745";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/17745_fr.html"
"37";"Ossingen";"Revenu net par habitant/-e, en francs";32050;"Francs";"A";"Normaler Wert";"";"2011-01-01/2011-12-31";"ESTV";"2021-10-23";"polg";"Communes";"2011-07-01";"17745";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/17745_fr.html"
"38";"Rheinau";"Revenu net, en mio. de francs";43;"Mio. de Francs";"A";"Normaler Wert";"";"2011-01-01/2011-12-31";"ESTV";"2021-10-23";"polg";"Communes";"2011-07-01";"17745";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/17745_fr.html"
"38";"Rheinau";"Revenu net par habitant/-e, en francs";32594;"Francs";"A";"Normaler Wert";"";"2011-01-01/2011-12-31";"ESTV";"2021-10-23";"polg";"Communes";"2011-07-01";"17745";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/17745_fr.html"
"39";"Thalheim an der Thur";"Revenu net, en mio. de francs";29;"Mio. de Francs";"A";"Normaler Wert";"";"2011-01-01/2011-12-31";"ESTV";"2021-10-23";"polg";"Communes";"2011-07-01";"17745";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/17745_fr.html"
"39";"Thalheim an der Thur";"Revenu net par habitant/-e, en francs";32909;"Francs";"A";"Normaler Wert";"";"2011-01-01/2011-12-31";"ESTV";"2021-10-23";"polg";"Communes";"2011-07-01";"17745";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/17745_fr.html"
"40";"Trüllikon";"Revenu net, en mio. de francs";34;"Mio. de Francs";"A";"Normaler Wert";"";"2011-01-01/2011-12-31";"ESTV";"2021-10-23";"polg";"Communes";"2011-07-01";"17745";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/17745_fr.html"
"40";"Trüllikon";"Revenu net par habitant/-e, en francs";34052;"Francs";"A";"Normaler Wert";"";"2011-01-01/2011-12-31";"ESTV";"2021-10-23";"polg";"Communes";"2011-07-01";"17745";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/17745_fr.html"
"41";"Truttikon";"Revenu net, en mio. de francs";13;"Mio. de Francs";"A";"Normaler Wert";"";"2011-01-01/2011-12-31";"ESTV";"2021-10-23";"polg";"Communes";"2011-07-01";"17745";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/17745_fr.html"
"41";"Truttikon";"Revenu net par habitant/-e, en francs";28461;"Francs";"A";"Normaler Wert";"";"2011-01-01/2011-12-31";"ESTV";"2021-10-23";"polg";"Communes";"2011-07-01";"17745";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/17745_fr.html"
"42";"Unterstammheim";"Revenu net, en mio. de francs";28;"Mio. de Francs";"A";"Normaler Wert";"";"2011-01-01/2011-12-31";"ESTV";"2021-10-23";"polg";"Communes";"2011-07-01";"17745";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/17745_fr.html"
"42";"Unterstammheim";"Revenu net par habitant/-e, en francs";31599;"Francs";"A";"Normaler Wert";"";"2011-01-01/2011-12-31";"ESTV";"2021-10-23";"polg";"Communes";"2011-07-01";"17745";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/17745_fr.html"
"43";"Volken";"Revenu net, en mio. de francs";11;"Mio. de Francs";"A";"Normaler Wert";"";"2011-01-01/2011-12-31";"ESTV";"2021-10-23";"polg";"Communes";"2011-07-01";"17745";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/17745_fr.html"
"43";"Volken";"Revenu net par habitant/-e, en francs";36092;"Francs";"A";"Normaler Wert";"";"2011-01-01/2011-12-31";"ESTV";"2021-10-23";"polg";"Communes";"2011-07-01";"17745";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/17745_fr.html"
"44";"Waltalingen";"Revenu net, en mio. de francs";25;"Mio. de Francs";"A";"Normaler Wert";"";"2011-01-01/2011-12-31";"ESTV";"2021-10-23";"polg";"Communes";"2011-07-01";"17745";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/17745_fr.html"
"44";"Waltalingen";"Revenu net par habitant/-e, en francs";35677;"Francs";"A";"Normaler Wert";"";"2011-01-01/2011-12-31";"ESTV";"2021-10-23";"polg";"Communes";"2011-07-01";"17745";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/17745_fr.html"
